action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,146647,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCCCCCc1c[nH]cn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '22.23', 'le': '0.42', 'lle': '1.70', 'sei': '10.79'}",CHEMBL156071,,CHEMBL156071,5.90,0,http://www.openphacts.org/units/Nanomolar,302402,=,1,1,=,,IC50,nM,,1258.93,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.9
,,149038,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCCCCc1cccnc1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '22.48', 'le': '0.42', 'lle': '1.42', 'sei': '15.16'}",CHEMBL152122,,CHEMBL152122,5.90,0,http://www.openphacts.org/units/Nanomolar,302411,=,1,1,=,,IC50,nM,,1258.93,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.9
,,149041,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCc1c[nH]c(-c2cccc(C(F)(F)F)c2)n1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '23.51', 'le': '0.46', 'lle': '3.40', 'sei': '10.97'}",CHEMBL24665,,CHEMBL24665,6.00,0,http://www.openphacts.org/units/Nanomolar,302407,=,1,1,=,,IC50,nM,,1000.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-6.0
,,150189,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCCc1cccnc1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '23.89', 'le': '0.45', 'lle': '1.90', 'sei': '14.39'}",CHEMBL157842,,CHEMBL157842,5.60,0,http://www.openphacts.org/units/Nanomolar,302394,=,1,1,=,,IC50,nM,,2511.89,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.6
,,152698,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCCc1c[nH]cn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '28.21', 'le': '0.54', 'lle': '3.27', 'sei': '11.52'}",CHEMBL94249,,CHEMBL94249,6.30,0,http://www.openphacts.org/units/Nanomolar,302375,=,1,1,=,,IC50,nM,,501.19,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-6.3
,,153890,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,c1nc(CCCCCCCCCCN2CCCC2)c[nH]1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '23.07', 'le': '0.44', 'lle': '2.23', 'sei': '20.05'}",CHEMBL157217,,CHEMBL157217,6.40,0,http://www.openphacts.org/units/Nanomolar,302399,=,1,1,=,,IC50,nM,,398.11,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-6.4
,,157544,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCCc1ccncc1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '23.89', 'le': '0.45', 'lle': '1.90', 'sei': '14.39'}",CHEMBL359122,,CHEMBL359122,5.60,0,http://www.openphacts.org/units/Nanomolar,302410,=,1,1,=,,IC50,nM,,2511.89,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.6
,,158797,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCCCCCCc1c[nH]cn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '20.40', 'le': '0.39', 'lle': '1.11', 'sei': '10.42'}",CHEMBL155314,,CHEMBL155314,5.70,0,http://www.openphacts.org/units/Nanomolar,302401,=,1,1,=,,IC50,nM,,1995.26,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.7
,,159935,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,c1nc(CCCCCCCCCCCCN2CCCC2)c[nH]1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '17.68', 'le': '0.34', 'lle': '0.45', 'sei': '16.92'}",CHEMBL152221,,CHEMBL152221,5.40,0,http://www.openphacts.org/units/Nanomolar,302398,=,1,1,=,,IC50,nM,,3981.07,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.4
,,161168,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCCCCc1c[nH]cn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '23.86', 'le': '0.46', 'lle': '2.19', 'sei': '10.97'}",CHEMBL155188,,CHEMBL155188,6.00,0,http://www.openphacts.org/units/Nanomolar,302378,=,1,1,=,,IC50,nM,,1000.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-6.0
,,161174,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCc1ccccn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '48.29', 'le': '0.90', 'lle': '5.32', 'sei': '15.16'}",CHEMBL32813,,CHEMBL32813,5.90,0,http://www.openphacts.org/units/Nanomolar,302379,=,1,1,=,,IC50,nM,,1258.93,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.9
,,163765,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCc1c[nH]cn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '27.23', 'le': '0.52', 'lle': '3.06', 'sei': '10.42'}",CHEMBL345185,,CHEMBL345185,5.70,0,http://www.openphacts.org/units/Nanomolar,302376,=,1,1,=,,IC50,nM,,1995.26,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.7
,,164845,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCN(Cc1ccccc1)c1ccccn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '28.98', 'le': '0.53', 'lle': '4.75', 'sei': '38.20'}",CHEMBL1241,TRIPELENNAMINE,CHEMBL1241,7.40,0,http://www.openphacts.org/units/Nanomolar,302380,=,1,1,=,,IC50,nM,,39.81,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-7.4
,,168661,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCc1c[nH]cn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '61.18', 'le': '1.16', 'lle': '6.89', 'sei': '12.43'}",CHEMBL90,HISTAMINE,CHEMBL90,6.80,0,http://www.openphacts.org/units/Nanomolar,302371,=,1,1,=,,IC50,nM,,158.49,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-6.8
,,169837,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,c1nc(CCCCCCCCN2CCCC2)c[nH]1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '24.86', 'le': '0.47', 'lle': '2.81', 'sei': '19.42'}",CHEMBL152126,,CHEMBL152126,6.20,0,http://www.openphacts.org/units/Nanomolar,302400,=,1,1,=,,IC50,nM,,630.96,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-6.2
,,169840,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCc1c[nH]c(-c2cccc(Cl)c2)n1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '25.71', 'le': '0.52', 'lle': '3.47', 'sei': '10.42'}",CHEMBL287052,,CHEMBL287052,5.70,0,http://www.openphacts.org/units/Nanomolar,302408,=,1,1,=,,IC50,nM,,1995.26,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.7
,,171035,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCc1c[nH]cn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '28.16', 'le': '0.54', 'lle': '3.25', 'sei': '10.05'}",CHEMBL90063,,CHEMBL90063,5.50,0,http://www.openphacts.org/units/Nanomolar,302373,=,1,1,=,,IC50,nM,,3162.28,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.5
,,171038,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCCCc1c[nH]cn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '27.80', 'le': '0.53', 'lle': '3.18', 'sei': '12.07'}",CHEMBL158352,,CHEMBL158352,6.60,0,http://www.openphacts.org/units/Nanomolar,302374,=,1,1,=,,IC50,nM,,251.19,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-6.6
,,172248,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCc1ccccn1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '23.14', 'le': '0.44', 'lle': '1.79', 'sei': '13.11'}",CHEMBL154566,,CHEMBL154566,5.10,0,http://www.openphacts.org/units/Nanomolar,302397,=,1,1,=,,IC50,nM,,7943.28,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-5.1
,,172251,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCCCCCCCCCCCc1ccncc1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '24.39', 'le': '0.46', 'lle': '1.92', 'sei': '16.45'}",CHEMBL157273,,CHEMBL157273,6.40,0,http://www.openphacts.org/units/Nanomolar,302409,=,1,1,=,,IC50,nM,,398.11,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-6.4
,,178318,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCc1c[nH]c(CCC(c2ccccc2)c2ccccc2)n1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '19.97', 'le': '0.36', 'lle': '2.42', 'sei': '11.15'}",CHEMBL275507,,CHEMBL275507,6.10,0,http://www.openphacts.org/units/Nanomolar,302388,=,1,1,=,,IC50,nM,,794.33,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-6.1
,,183479,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,NCCc1c[nH]c(-c2ccc(Cl)c(Cl)c2)n1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '16.79', 'le': '0.37', 'lle': '1.42', 'sei': '7.86'}",CHEMBL154068,,CHEMBL154068,4.30,0,http://www.openphacts.org/units/Nanomolar,302406,=,1,1,=,,IC50,nM,,50118.72,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-4.3
,,183485,[],CHEMBL692983,Inhibitory activity against human Histamine H1 receptor,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,,,CHEMBL1145948,J Med Chem,2003.0,"{'bei': '27.68', 'le': '0.51', 'lle': '5.24', 'sei': '27.62'}",CHEMBL511,PYRILAMINE,CHEMBL511,7.90,0,http://www.openphacts.org/units/Nanomolar,302381,=,1,1,=,,IC50,nM,,12.59,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,Log IC50,,UO_0000065,,-7.9
,,345946,[],CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(CC1CC2c3ccccc3Cc3ccccc3N2O1)C(=O)C(F)(F)F,,,CHEMBL1135380,Bioorg Med Chem Lett,2002.0,,CHEMBL83220,,CHEMBL83220,,0,http://www.openphacts.org/units/Nanomolar,147836,<,1,1,>,,IC50,nM,,1000.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,pIC50,,UO_0000065,,6.0
,,345951,[],CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc2c(c1)CN(CC1CC3c4ccccc4Cc4ccccc4N3O1)C2,,,CHEMBL1135380,Bioorg Med Chem Lett,2002.0,,CHEMBL313703,,CHEMBL313703,,0,http://www.openphacts.org/units/Nanomolar,147847,<,1,1,>,,IC50,nM,,1000.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,pIC50,,UO_0000065,,6.0
,,348440,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccccc3)C2)cc(OC)c1OC.O=C(O)/C=C/C(=O)O,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL431458,,CHEMBL98079,6.63,0,http://www.openphacts.org/units/Nanomolar,176904,=,1,1,=,,IC50,nM,,233.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,233.0
,,349949,[],CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)C(=O)C1CC2c3ccccc3Cc3ccccc3N2O1,,,CHEMBL1135380,Bioorg Med Chem Lett,2002.0,,CHEMBL79496,,CHEMBL79496,,0,http://www.openphacts.org/units/Nanomolar,147838,<,1,1,>,,IC50,nM,,1000.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,pIC50,,UO_0000065,,6.0
,,351263,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4CCCOc4ccccc4C(=O)O)CC3)(c3ccccc3)C2)cc(OC)c1OC.Cl,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL542908,,CHEMBL1191766,5.03,0,http://www.openphacts.org/units/Nanomolar,176890,=,1,1,=,,IC50,nM,,9447.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,9447.0
,,357040,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc(C(F)(F)F)cc3)C2)cc(OC)c1OC,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL94834,,CHEMBL94834,6.33,0,http://www.openphacts.org/units/Nanomolar,176907,=,1,1,=,,IC50,nM,,473.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,473.0
,,357042,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4cccnc4)CC3)(c3ccccc3)C2)cc(OC)c1OC,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL330172,,CHEMBL330172,6.38,0,http://www.openphacts.org/units/Nanomolar,176896,=,1,1,=,,IC50,nM,,416.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,416.0
,,357044,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccncc4)CC3)(c3ccccc3)C2)cc(OC)c1OC,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL330719,,CHEMBL330719,6.54,0,http://www.openphacts.org/units/Nanomolar,176895,=,1,1,=,,IC50,nM,,285.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,285.0
,,357176,[],CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CC1(C)CC2c3ccccc3Cc3ccccc3N2O1,,,CHEMBL1135380,Bioorg Med Chem Lett,2002.0,"{'bei': '23.38', 'le': '0.43', 'lle': '3.42', 'sei': '45.89'}",CHEMBL82714,,CHEMBL82714,7.21,0,http://www.openphacts.org/units/Nanomolar,147841,=,1,1,=,,IC50,nM,,61.66,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,pIC50,,UO_0000065,,7.21
,,359929,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)CCN(C(=O)c3ccccc3)C2)cc1OC,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL327497,,CHEMBL327497,6.62,0,http://www.openphacts.org/units/Nanomolar,176912,=,1,1,=,,IC50,nM,,240.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,240.0
,,361049,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,CCOc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc(OC)c(OC)c3)C2)cc(OCC)c1OCC.O=C(O)/C=C/C(=O)O,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL330367,,CHEMBL330462,6.80,0,http://www.openphacts.org/units/Nanomolar,176887,=,1,1,=,,IC50,nM,,158.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,158.0
,,362368,[],CHEMBL694551,Compound was evaluated for the antagonistic activity against H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CC[C@](CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL330366,,CHEMBL330366,5.00,0,http://www.openphacts.org/units/Nanomolar,176886,=,1,1,=,,IC50,nM,,10000.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,362369,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccccn4)CC3)(c3ccccc3)C2)cc(OC)c1OC,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL96442,,CHEMBL96442,6.44,0,http://www.openphacts.org/units/Nanomolar,176902,=,1,1,=,,IC50,nM,,366.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,366.0
,,364022,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccccc1OCCCn1c(C(=O)C2CCN(CCC3(c4ccccc4)CCN(C(=O)c4cc(OC)c(OC)c(OC)c4)C3)CC2)nc2ccccc21,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL316705,,CHEMBL316705,6.00,0,http://www.openphacts.org/units/Nanomolar,176891,=,1,1,=,,IC50,nM,,994.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,994.0
,,364170,[],CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc2c(c1)Cc1ccccc1N1OC(CN3CCOCC3)CC21,,,CHEMBL1135380,Bioorg Med Chem Lett,2002.0,"{'bei': '22.53', 'le': '0.41', 'lle': '4.41', 'sei': '30.39'}",CHEMBL79249,,CHEMBL79249,7.58,0,http://www.openphacts.org/units/Nanomolar,147839,=,1,1,=,,IC50,nM,,26.3,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,pIC50,,UO_0000065,,7.58
,,367022,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)(c3ccc(F)cc3F)C2)cc(OC)c1OC,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL264007,,CHEMBL264007,6.36,0,http://www.openphacts.org/units/Nanomolar,176906,=,1,1,=,,IC50,nM,,436.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,436.0
,,367024,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(Cn2c(C(=O)C3CCN(CCC4(c5ccccc5)CCN(C(=O)c5cc(OC)c(OC)c(OC)c5)C4)CC3)nc3ccccc32)cc1,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL328511,,CHEMBL328511,5.92,0,http://www.openphacts.org/units/Nanomolar,176893,=,1,1,=,,IC50,nM,,1210.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,1210.0
,,367139,[],CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc2c(c1)Cc1ccccc1N1OC(CN3CCNCC3)CC21,,,CHEMBL1135380,Bioorg Med Chem Lett,2002.0,,CHEMBL311231,,CHEMBL311231,,0,http://www.openphacts.org/units/Nanomolar,147837,<,1,1,>,,IC50,nM,,1000.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,pIC50,,UO_0000065,,6.0
,,367144,[],CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1cccc(N2CCN(CC3CC4c5ccccc5Cc5ccccc5N4O3)CC2)c1,,,CHEMBL1135380,Bioorg Med Chem Lett,2002.0,,CHEMBL79838,,CHEMBL79838,,0,http://www.openphacts.org/units/Nanomolar,147848,<,1,1,>,,IC50,nM,,1000.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,pIC50,,UO_0000065,,6.0
,,368442,[],CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,NCC1CC2c3ccccc3Cc3ccccc3N2O1,,,CHEMBL1135380,Bioorg Med Chem Lett,2002.0,"{'bei': '25.16', 'le': '0.46', 'lle': '3.90', 'sei': '17.41'}",CHEMBL83731,,CHEMBL83731,6.70,0,http://www.openphacts.org/units/Nanomolar,147843,=,1,1,=,,IC50,nM,,199.53,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,pIC50,,UO_0000065,,6.7
,,369792,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=O)N2CCC(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccco4)CC3)(c3ccccc3)C2)cc(OC)c1OC,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL95127,,CHEMBL95127,6.53,0,http://www.openphacts.org/units/Nanomolar,176888,=,1,1,=,,IC50,nM,,293.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,293.0
,,369914,[],CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CC1CC2c3ccccc3Oc3ccc(Cl)cc3N2O1,,,CHEMBL1135380,Bioorg Med Chem Lett,2002.0,"{'bei': '21.13', 'le': '0.42', 'lle': '2.73', 'sei': '28.03'}",CHEMBL310183,,CHEMBL310183,6.99,0,http://www.openphacts.org/units/Nanomolar,147835,=,1,1,=,,IC50,nM,,102.33,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,pIC50,,UO_0000065,,6.99
,,369919,[],CHEMBL857171,Binding affinity for human cloned Histamine H1 receptor expressed in CHO cells using [3H]pyrilamine as radioligand,B,,,BAO_0000190,BAO_0000219,cell-based format,CNCC1CC2c3ccccc3Cc3ccccc3N2O1,,,CHEMBL1135380,Bioorg Med Chem Lett,2002.0,"{'bei': '28.43', 'le': '0.52', 'lle': '4.91', 'sei': '32.53'}",CHEMBL81485,,CHEMBL81485,7.97,0,http://www.openphacts.org/units/Nanomolar,147845,=,1,1,=,,IC50,nM,,10.72,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,pIC50,,UO_0000065,,7.97
,,371126,[],CHEMBL691452,Antagonism of the human histamine H1 receptor,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,,CHEMBL1150559,Bioorg Med Chem Lett,1997.0,,CHEMBL17157,TERFENADINE,CHEMBL17157,6.25,0,http://www.openphacts.org/units/Nanomolar,176899,=,1,1,=,,IC50,nM,,563.0,CHEMBL231,Homo sapiens,Histamine H1 receptor,9606,,,IC50,nM,UO_0000065,,563.0
