canonical_smiles,pIC50,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CN(C)CC1CC2c3cccnc3Cc3ccccc3N2O1,7.779891911959945,6.303390022675737,6.303390022675737,0.2214928193499619,0.2214928193499619,0.8516142746662418,22.954545454545453,295.386,274.21799999999996,295.168462292,114,0,0.10064791762981468,-0.30671936067379335,0.30671936067379335,0.10064791762981468,1.2272727272727273,2.090909090909091,2.9545454545454546,16.697398227464348,9.987367827227741,2.3854673242751288,-2.2476288921154595,2.430521203555817,-2.274290801168124,5.577642808467979,0.0649005719631912,2.8549544630951065,1.7863745360710266,613.7434575328037,15.104083527755582,13.067361843230016,13.067361843230016,10.720346690612278,7.845761635865661,7.845761635865661,6.411769071275224,6.411769071275224,4.472036564183716,4.472036564183716,3.57220315623474,3.57220315623474,-1.9099999999999995,189728.8537994484,13.73232039840337,5.375626171503812,2.2846156010505876,130.83832886961693,4.899909730850478,6.103966387748303,0.0,0.0,0.0,0.0,9.821567104683842,5.063217724965349,0.0,0.0,24.26546827384644,37.35498108567159,25.58324322337767,17.423155098679985,4.8375885837366335,5.687386274683562,0.0,9.883888251797686,0.0,24.98745046274828,25.7033180962323,59.41587696062519,0.0,0.0,5.063217724965349,5.687386274683562,0.0,0.0,36.62795501081295,11.258410206662642,0.0,29.283493430316422,42.595045982382736,0.0,0.0,0.0,28.600000000000005,0.0,0.0,0.0,12.145807216896262,0.0,19.386399651764595,22.508217252926013,0.0,12.263210640074686,59.37428528442546,4.8375885837366335,0.0,0.0,13.12283454585538,2.122037037037037,4.957146636432352,0.0,13.013076105442178,3.995778848576467,0.9352801398337112,4.187180020156211,0.3888888888888889,22,0,4,0,2,2,0,1,1,2,2,0,4,0,4,3,2,0,1,1,0,2,3.3554464058696727,4,2.7990000000000013,86.74900000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,7.180456064458131,5.966028255437977,5.966028255437977,0.3202469135802468,0.3202469135802468,0.8240069237957237,12.631578947368421,274.795,255.64299999999994,274.123676288,100,0,0.04783435385076987,-0.30936473198175074,0.30936473198175074,0.04783435385076987,1.105263157894737,1.8421052631578947,2.4210526315789473,35.4956912775736,9.916623738690985,2.149341812474108,-2.1912510713637743,2.270867959534877,-2.1665494426367045,6.300880532614068,0.3889569099023538,2.4173968963370345,2.25847511572667,479.2065768934733,13.664925939000156,11.382757649088873,12.138686595107327,9.164703797946448,6.477083780312729,6.855048253321955,4.950691187122832,5.387126967594817,3.182153368865324,3.4341296842048092,2.1497904176041396,2.275778575273882,-1.3800000000000001,22742.87000073882,14.03810833666951,6.68985926125854,4.049073463055102,119.5959557755756,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,29.800041095617345,56.8898417597364,22.831310926364257,0.0,0.0,11.600939890232516,0.0,9.883888251797686,0.0,12.338727669087403,20.640100371266954,64.94142585113113,0.0,0.0,0.0,0.0,0.0,11.600939890232516,30.523988623064643,0.0,0.0,23.59610715563286,48.661413050844345,5.022633313741326,0.0,0.0,16.130000000000003,0.0,0.0,0.0,0.0,5.917906046161393,23.682139337428374,5.563451491696996,0.0,30.462311845459517,42.1783334225369,11.600939890232516,0.0,5.966028255437977,6.704579851487921,0.7741948538674731,2.385761526832956,0.3202469135802468,14.17050645978556,2.90233873281823,1.0316144652305366,4.189173385403544,0.3125,19,0,2,0,0,0,0,1,1,2,1,0,2,0,3,1,5,0,0,0,0,1,4.942787845611539,2,3.8186000000000027,80.70300000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCC1CC2c3ccccc3Cc3ccccc3N2O1,7.079981083971085,6.385751133786848,6.385751133786848,0.29315948601662845,0.29315948601662845,0.857694252788715,22.47826086956522,308.42500000000007,284.23299999999995,308.18886338799996,120,0,0.0892515869846421,-0.3092998051124778,0.3092998051124778,0.0892515869846421,1.0434782608695652,1.7826086956521738,2.608695652173913,16.696841950743043,9.941558732703669,2.377788393307675,-2.2480100261348794,2.4407641368534514,-2.231755398614514,5.586407425469747,0.07259143298014878,2.9266526375721713,1.7072008035670396,628.4425954093845,15.81119030894213,13.904605298106231,13.904605298106231,11.220346690612278,8.485964416296667,8.485964416296667,6.900967361453865,6.900967361453865,4.9541957254185425,4.9541957254185425,3.7733198710805174,3.7733198710805174,-1.8399999999999996,322189.3355650452,14.733395903688434,5.986649116471944,2.751049898671977,137.98362300306704,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.8375885837366335,5.063217724965349,0.0,0.0,42.46456947923127,49.693708754758994,12.965578028838586,17.833193491579824,4.8375885837366335,5.687386274683562,0.0,4.899909730850478,0.0,31.40827208567429,25.7033180962323,65.22129102278387,0.0,0.0,5.063217724965349,5.687386274683562,0.0,0.0,31.643976489865736,11.258410206662642,0.0,35.57383855009097,48.53093654769288,0.0,0.0,0.0,15.71,0.0,0.0,0.0,0.0,12.145807216896262,25.807221274690605,22.37774074977455,0.0,0.0,72.5894079688631,4.8375885837366335,0.0,0.0,8.616686822877298,2.1820370370370368,5.455671558746957,0.0,17.842351820357774,3.4266838309397825,1.0640082514487275,4.245894011925758,0.4,23,0,3,0,2,2,0,2,0,2,2,0,3,0,3,2,3,0,1,1,0,2,3.834942242149901,4,3.794100000000003,93.57100000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCC=C1c2ccccc2CCc2ccccc21,8.320390428220245,2.41962962962963,2.41962962962963,1.0882955404383976,1.0882955404383976,0.8136783893547586,13.571428571428571,277.411,254.22699999999992,277.183049736,108,0,0.0010137632931433648,-0.30909168874709037,0.30909168874709037,0.0010137632931433648,0.8571428571428571,1.380952380952381,1.9047619047619047,15.044066202834797,9.93062439413641,2.1631799508064766,-2.1293354612925905,2.3305803957418765,-2.1166182745487494,5.834086983311626,0.4170871354139314,2.6503485522006267,2.0659497027232017,597.0928158904169,14.656489770562878,12.971793142952784,12.971793142952784,10.254020195423491,7.769385701641229,7.769385701641229,6.024044450132914,6.024044450132914,4.2035214253293,4.2035214253293,3.1035522228824806,3.1035522228824806,-1.8599999999999994,89136.52250761147,14.093099980398282,6.275955030244733,3.0846273208160424,127.47243372522377,4.899909730850478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.60695665452676,61.18471933098965,6.544756405912575,0.0,0.0,5.573104530069267,0.0,4.899909730850478,0.0,19.26246486877803,20.640100371266954,76.86076262131475,0.0,0.0,0.0,0.0,0.0,0.0,25.540010102117435,12.841643245852019,0.0,28.67462758971399,54.60695665452676,0.0,5.573104530069267,0.0,3.24,0.0,0.0,0.0,0.0,0.0,25.807221274690605,27.82691049685725,0.0,0.0,73.60221035073162,0.0,0.0,0.0,2.2416378495842784,0.0,7.206081821617537,0.0,17.747497637944065,5.782145849080372,1.091104969765684,4.264865205341396,0.3,21,0,1,1,0,1,0,2,0,2,0,0,1,0,1,0,3,0,0,0,0,0,4.2117934149391685,3,4.168600000000003,90.54200000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCC=C1c2ccccc2COc2ccccc21,9.244125144327509,5.981337159863946,5.981337159863946,0.6371103395061729,0.6371103395061729,0.8428637069733037,15.285714285714286,279.383,258.2149999999999,279.162314292,108,0,0.127143343491757,-0.4882394427370874,0.4882394427370874,0.127143343491757,1.0,1.7142857142857142,2.5238095238095237,16.477747925193682,9.93381121859235,2.1738569670808006,-2.1162639644114427,2.3608857771093543,-2.1162101792915107,5.84392732131725,0.30701899980951575,2.6503485522006267,2.0659497027232017,597.0928158904169,14.656489770562878,12.672934652230099,12.672934652230099,10.254020195423491,7.4086315908747,7.4086315908747,5.651731947012883,5.651731947012883,3.792715741036061,3.792715741036061,2.7115302451163505,2.7115302451163505,-2.0599999999999996,89136.52250761147,13.901814763425588,6.146844081766772,3.006125990520758,126.22103684033402,9.636772684650527,12.356393797796823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.54058958606515,43.28254017020525,12.10820789760957,0.0,4.736862953800049,5.573104530069267,0.0,4.899909730850478,0.0,13.027703587438928,20.640100371266954,71.29731112961775,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,25.540010102117435,6.606881964512918,0.0,23.111176098016994,54.60695665452676,0.0,5.573104530069267,0.0,12.47,0.0,0.0,0.0,0.0,6.606881964512918,18.71508986212249,22.263459005160254,0.0,6.06636706846161,67.53584328227001,4.736862953800049,5.981337159863946,0.0,2.2103878495842784,0.0,5.034967876039305,0.976669501133787,16.85471986016629,3.3723696145124715,1.6873989827412448,4.215482489292013,0.2631578947368421,21,0,2,0,1,1,0,2,0,2,0,0,2,0,2,1,3,0,0,0,0,0,4.069156562113357,3,3.9624000000000033,87.46600000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,5.495665088197535,13.367320213056146,13.367320213056146,0.2497774355507938,-0.5624711829176114,0.8388667572429985,19.291666666666668,324.39900000000006,303.231,324.16379151200005,124,0,0.12273124998647017,-0.3608398495431719,0.3608398495431719,0.12273124998647017,1.2083333333333333,1.9583333333333333,2.625,19.14214331715539,9.813481569168326,2.408958572065378,-2.3082906203497435,2.4510291448904162,-2.2832028905298642,5.474587311082871,-0.013956372771427457,2.939911705364029,2.018403095211889,742.5980451143264,17.156489770562878,14.05051896354658,14.05051896354658,11.547679167567427,8.132551129043144,8.132551129043144,6.513142221613115,6.513142221613115,4.5881904390397406,4.5881904390397406,3.40870910235363,3.40870910235363,-2.2199999999999998,348132.58450238686,16.631264146178772,6.721078415843811,3.0558017290424,141.83369707130984,9.636772684650527,11.418271652029583,0.0,0.0,0.0,0.0,0.0,4.39041504767482,5.261891554738487,0.0,18.19910120538483,74.4375663660564,0.0,18.239554769002186,9.127278001474869,0.0,5.261891554738487,4.899909730850478,0.0,25.049576021348624,20.640100371266954,70.53559628706515,0.0,6.069221312792274,0.0,4.39041504767482,0.0,0.0,25.540010102117435,16.944795729296654,17.148333708576654,35.09544921264,42.46456947923127,0.0,0.0,0.0,36.26,5.601050810983688,4.39041504767482,0.0,5.817220841045895,12.170333456209914,36.07675412685558,12.13273413692322,12.13273413692322,32.29444517073921,10.96913104364275,9.998754508538536,19.635224597031957,0.0,2.1458368115637234,9.111023379928954,3.17526378915764,-0.2497774355507938,14.458154620051266,1.7773119803476947,1.4326499905517762,4.09764560025112,0.35,24,0,3,0,1,1,0,2,0,2,1,0,3,0,4,1,5,0,0,0,0,1,4.657501270044967,3,3.812980000000003,90.91400000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCCC1CC2c3ccccc3Cc3ccccc3N2O1,6.17000191130262,6.4253089569160995,6.4253089569160995,0.3140391156462581,0.3140391156462581,0.8394903411348777,22.041666666666668,322.45200000000006,296.24399999999997,322.20451345199996,126,0,0.0880834208360706,-0.3093982433731934,0.3093982433731934,0.0880834208360706,1.0416666666666667,1.7916666666666667,2.625,16.696805041019264,9.938842591454085,2.3769021728503876,-2.247371736161576,2.442756656006541,-2.220136425760218,5.58639079489271,0.07491681587176532,2.939678033285834,1.6300336558327355,643.189427855885,16.518297090128677,14.61171207929278,14.61171207929278,11.720346690612278,8.985964416296667,8.985964416296667,7.254520752047138,7.254520752047138,5.187334308785313,5.187334308785313,4.00631502031146,4.00631502031146,-1.8399999999999996,518982.5187084143,15.673998801944185,6.577182238233219,2.94148394038598,144.34856511746366,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.8375885837366335,5.063217724965349,0.0,0.0,42.46456947923127,62.65928678359757,6.4208216229260096,17.833193491579824,4.8375885837366335,5.687386274683562,0.0,4.899909730850478,0.0,37.8290937086003,25.7033180962323,65.22129102278387,0.0,0.0,5.063217724965349,5.687386274683562,0.0,0.0,31.643976489865736,11.258410206662642,0.0,41.994660173016975,48.53093654769288,0.0,0.0,0.0,15.71,0.0,0.0,0.0,0.0,12.145807216896262,25.807221274690605,28.798562372700555,0.0,0.0,72.5894079688631,4.8375885837366335,0.0,0.0,8.67325596287898,2.195925925925926,5.480557602670698,0.0,17.89932917611489,4.69282192544909,1.1227188838498363,4.2687238564439145,0.42857142857142855,24,0,3,0,2,2,0,2,0,2,2,0,3,0,3,2,4,0,1,1,0,2,4.295447771759835,4,4.184200000000003,98.18800000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCCCC1CC2c3ccccc3Cc3ccccc3N2O1,6.0,6.4554606009070294,6.4554606009070294,0.32534674981103495,0.32534674981103495,0.7437264403282732,21.64,336.47900000000004,308.255,336.22016351599996,132,0,0.08803672049074546,-0.30939992495354024,0.30939992495354024,0.08803672049074546,1.0,1.76,2.6,16.696802059918802,9.937321303192935,2.376668968557896,-2.247112312468189,2.4435556096028845,-2.2170174296262597,5.586397068090364,0.07555680621292565,2.980614506076412,1.5568741189287238,657.9831792819194,17.225403871315223,15.318818860479327,15.318818860479327,12.220346690612278,9.485964416296666,9.485964416296666,7.608074142640412,7.608074142640412,5.437334308785313,5.437334308785313,4.171168893566328,4.171168893566328,-1.8399999999999996,854339.4971056941,16.618911988328705,7.185378863808323,3.4410401499901266,150.71350723186023,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.8375885837366335,5.063217724965349,0.0,0.0,42.46456947923127,69.08010840652359,6.4208216229260096,17.833193491579824,4.8375885837366335,5.687386274683562,0.0,4.899909730850478,0.0,44.24991533152631,25.7033180962323,65.22129102278387,0.0,0.0,5.063217724965349,5.687386274683562,0.0,0.0,31.643976489865736,11.258410206662642,0.0,48.41548179594299,48.53093654769288,0.0,0.0,0.0,15.71,0.0,0.0,0.0,0.0,12.145807216896262,25.807221274690605,35.219383995626565,0.0,0.0,72.5894079688631,4.8375885837366335,0.0,0.0,8.714822529128988,2.206130007558579,5.499072783944718,0.0,17.94409916088668,6.025837534279093,1.1582635774185197,4.285107740116759,0.45454545454545453,25,0,3,0,2,2,0,2,0,2,2,0,3,0,3,2,5,0,1,1,0,2,4.776527157617113,4,4.5743000000000045,102.80500000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,7.070581074285707,6.27193117318944,6.27193117318944,0.8155006508776352,0.8155006508776352,0.8178744322781548,13.727272727272727,314.86,291.676,314.154976416,116,0,0.04579088671103562,-0.3409480331776309,0.3409480331776309,0.04579088671103562,1.0,1.7272727272727273,2.5,35.495691441506395,10.048907034195445,2.1985063164704375,-2.274176228728994,2.3687966103797757,-2.235301161316229,6.304793042855341,0.40234064580787304,2.6463223217502385,1.9836353241232163,636.236612055598,15.526733258565956,13.349377454269264,14.10530640028772,10.647867045540844,7.935569477126923,8.31353395013615,6.21021388658908,6.646649667061065,4.271276175731693,4.5063732785194315,3.1702873745895728,3.336630929630869,-1.5099999999999993,125552.11623311831,15.388161151015984,6.719552325532733,3.2857132602320616,137.86019454009644,9.799819461700956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.866408164078955,69.2285694288238,22.942162269021026,0.0,0.0,22.97571243959964,0.0,4.899909730850478,0.0,19.26246486877803,32.08476650803001,58.614105776366586,0.0,0.0,4.899909730850478,11.374772549367124,0.0,11.600939890232516,32.08476650803001,12.841643245852019,0.0,17.54772460632,42.46456947923127,5.022633313741326,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,37.37461099434451,22.501675532761116,0.0,6.06636706846161,60.29336583782499,11.600939890232516,0.0,6.27193117318944,4.6901349346322885,0.8155006508776352,5.4338958175862935,0.0,15.07083378824781,3.3015575396825394,2.108235622952885,4.252354917275552,0.3684210526315789,22,0,2,0,1,1,0,2,0,2,0,0,2,0,3,1,4,0,0,0,0,0,4.7000706385446325,3,4.528400000000004,95.47900000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCCN1c2ccccc2CCc2ccccc21,7.568636235841012,2.5150462962962963,2.5150462962962963,1.0756018518518518,1.0756018518518518,0.8384623265941306,13.761904761904763,280.415,256.22299999999996,280.193948768,110,0,0.04429611292444658,-0.34099081171219864,0.34099081171219864,0.04429611292444658,0.8571428571428571,1.380952380952381,1.9047619047619047,15.14753191468407,10.049505827618914,2.1893295766439955,-2.2716774216562916,2.35251379239401,-2.2346062196139393,5.705300109069741,0.4023405666092364,2.6503485522006267,1.946085728189517,546.9922350998436,14.656489770562878,13.048763250449664,13.048763250449664,10.254020195423491,7.835903638099349,7.835903638099349,6.065891941848764,6.065891941848764,4.215547540145039,4.215547540145039,3.1561689443320082,3.1561689443320082,-1.7999999999999994,89136.52250761147,14.150516197935207,6.314843310189529,3.108345481049562,127.55692831321478,9.799819461700956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,63.162202360362194,17.9195289552797,0.0,0.0,11.374772549367124,0.0,4.899909730850478,0.0,19.26246486877803,32.08476650803001,59.65783953108687,0.0,0.0,4.899909730850478,11.374772549367124,0.0,0.0,32.08476650803001,12.841643245852019,0.0,17.54772460632,48.53093654769288,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,25.931156057677168,28.92249715568712,0.0,0.0,72.42609997474823,0.0,0.0,0.0,4.7746008125472414,0.0,5.7217762660619815,0.0,17.73370134164777,3.448812515747039,2.2014290438397577,4.286346686822878,0.3684210526315789,21,0,2,0,1,1,0,2,0,2,0,0,2,0,2,1,4,0,0,0,0,0,4.255156788012367,3,3.8750000000000027,90.46900000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,7.84518491628705,6.20938393207077,6.20938393207077,0.7975376879146723,0.7975376879146723,0.7918053413291345,13.238095238095237,318.8730000000001,299.721,318.09574728800004,110,0,0.056730031151179014,-0.33955085067145824,0.33955085067145824,0.056730031151179014,1.0476190476190477,1.8095238095238095,2.619047619047619,35.49569172673929,10.174862677663198,2.224199789820694,-2.328328885210501,2.4811491281815825,-2.248645771949372,7.993773600916332,0.4021486092750637,2.464688558179496,1.9437632658356148,621.6854789499114,14.819626477379408,12.343412182360032,13.915837709306214,10.147867045540844,7.136710986404238,8.331172040341192,5.490300683775358,7.010513420734169,3.574794941917979,4.940160423539641,2.5884116965055552,3.8308620729095892,-1.1599999999999997,72649.15994089883,14.763801473252023,6.304372410382191,3.203270439286252,135.25342033666848,9.799819461700956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.49555897654685,57.39275733650101,21.358356670689453,11.374772549367124,0.0,34.73759738899076,0.0,4.899909730850478,0.0,16.21178857396156,32.08476650803001,47.487202792972596,0.0,0.0,4.899909730850478,11.374772549367124,0.0,23.36282483962363,32.08476650803001,0.0,0.0,6.4208216229260096,52.25553643026682,5.022633313741326,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,24.53296774849249,21.165739500402672,0.0,17.828252017852726,60.29336583782499,11.600939890232516,0.0,8.033371581142744,7.222372037806893,0.7975376879146723,2.5147952884857654,0.0,14.766852306766328,1.12297052154195,2.088099568531116,4.231778785588309,0.29411764705882354,21,0,2,0,1,1,0,2,0,2,0,0,3,0,4,1,4,0,0,0,0,0,4.432214413349048,3,4.894400000000004,92.19400000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
