canonical_smiles,pIC50
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,7.853871964321762
COc1ccc(CCn2c3c(c4cc(C)ccc42)CN(C)CC3)cc1,7.180456064458131
COc1ccc(CCn2c3c(c4cc(F)ccc42)CN(C)CC3)cc1,7.494850021680094
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,8.508502366311308
COc1ccc(OCC(O)CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1,7.921905849593589
COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,4.399999967876858
COc1ccc2c(c1)C(=O)O[C@]21CC[C@H](C(=O)N(C)CCN2CCCCC2)CC1,5.0
COc1ccc2c(c1)C1CC(CN(C)C)ON1c1ccccc1C2,7.840132152907433
COc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1,6.982966660701219
COc1ccc2c(c1)c1c(n2CCc2ccccn2)CCN(C)C1,5.330683119433887
COc1ccc2c(c1)c1c(n2CCc2ccncc2)CCN(C)C1,6.4089353929735005
COc1cccc(OCC(O)CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,8.089375595110798
COc1cccc2c1O[C@@H](c1ccc(OCCCN3CCCC3)cc1)[C@H](C)S2(=O)=O,5.0
COc1ccccc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,5.0
COc1ccccc1OCC(O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,8.530177984021837
COc1ccccc1OCCCN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,8.032452023781138
COc1ccccc1OC[C@@H](O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,8.341035157335565
COc1ccccc1OC[C@H](O)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,8.435333935747911
COc1cn(-c2ccc(OCCCN3CCCC3)cc2)ccc1=O,5.0
COc1nccc2c(=O)n(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)nc12,5.0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,7.142667503568731
C[C@@H](c1ccccn1)c1c(CCN2CCCC2)sc2ccccc12,5.214670164989233
C[C@H](c1ccc(F)c(F)c1)n1cnc2sc3c(c2c1=O)CCNC3,6.0
C[C@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12,3.591760034688151
C[C@H](c1cccnc1)c1c(CCN(C)C)sc2ccccc12,5.455931955649724
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,4.997402019280091
C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,5.0
